assessment_name,url,description,tags,test_type,norm_name,norm_description,norm_tags
Course Offerings to Support HR Professionals,https://www.shl.com/solutions/services/training-calendar/?start=150,We offer a wide range of courses designed to support HR professionals based on internationally recognized standards and delivered by experienced HR practitioners.,1|6|8|Assessment & Development Centre Design|BPO Hiring|Contact Center Hiring|Enterprise Leader Development|F2F Personality & Ability Assessment|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Next|Personality & Ability Assessment|Persoonlijkheids- en Vaardigheidstraining (09.00 - 12.30)|Previous|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Virtual Assessment & Development Centre Design|Virtual Assessor Training|Virtual COMPD|Virtual Competency Based Interviewing|Virtual Personality & Ability Assessment|Virtual Personality & Ability Assessment (09.00 - 12.30)|Virtual Personality & Ability Assessment Training|Volume Hiring|Vurdering af personlighed og evner (09.00 - 12.30),K&P,course offerings to support hr professionals,we offer a wide range of courses designed to support hr professionals based on internationally recognized standards and delivered by experienced hr practitioners.,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|assessment & development centre design|virtual personality & ability assessment|virtual compd|f2f personality & ability assessment|personality & ability assessment|virtual personality & ability assessment training|virtual personality & ability assessment (09.00 - 12.30)|virtual assessor training|vurdering af personlighed og evner (09.00 - 12.30)|virtual competency based interviewing|virtual assessment & development centre design|persoonlijkheids- en vaardigheidstraining (09.00 - 12.30)|previous|1|6|8|next
Course Offerings to Support HR Professionals,https://www.shl.com/solutions/services/training-calendar/,We offer a wide range of courses designed to support HR professionals based on internationally recognized standards and delivered by experienced HR practitioners.,2|3|8|BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Next|Personality & Ability Assessment|Personality & Ability Assessment Training|Persoonlijkheids- en Vaardigheidstraining (09.00 - 12.30)|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Virtual Assessor Training|Virtual Competency Based Interviewing|Virtual Personality & Ability Assessment|Virtual Personality & Ability Assessment (09.00 - 12.30)|Virtual Personality & Ability Assessment 1:30 - 4:00 PM EST|Volume Hiring|Vurdering af personlighed og evner (09.00 - 12.30),K&P,course offerings to support hr professionals,we offer a wide range of courses designed to support hr professionals based on internationally recognized standards and delivered by experienced hr practitioners.,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|persoonlijkheids- en vaardigheidstraining (09.00 - 12.30)|virtual personality & ability assessment (09.00 - 12.30)|virtual personality & ability assessment|personality & ability assessment|virtual personality & ability assessment 1:30 - 4:00 pm est|vurdering af personlighed og evner (09.00 - 12.30)|virtual competency based interviewing|personality & ability assessment training|virtual assessor training|2|3|8|next
Course Offerings to Support HR Professionals,https://www.shl.com/solutions/services/training-calendar/?start=75,We offer a wide range of courses designed to support HR professionals based on internationally recognized standards and delivered by experienced HR practitioners.,1|3|5|8|Assessor Training|BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Next|Personality & Ability Assessment|Persoonlijkheids- en Vaardigheidstraining (09.00 - 12.30)|Previous|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Virtual Assessment & Development Centre Design|Virtual Assessor Training|Virtual Competency Based Interviewing|Virtual Personality & Ability Assessment|Virtual Personality & Ability Assessment (09.00 - 12.30)|Virtual Personality & Ability Assessment 1:30 - 4:00 PM EDT|Virtual Personality & Ability Assessment Training|Volume Hiring|Vurdering af personlighed og evner (09.00 - 12.30),K&P,course offerings to support hr professionals,we offer a wide range of courses designed to support hr professionals based on internationally recognized standards and delivered by experienced hr practitioners.,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|vurdering af personlighed og evner (09.00 - 12.30)|virtual personality & ability assessment training|virtual personality & ability assessment (09.00 - 12.30)|virtual assessor training|personality & ability assessment|virtual competency based interviewing|virtual personality & ability assessment|assessor training|persoonlijkheids- en vaardigheidstraining (09.00 - 12.30)|virtual personality & ability assessment 1:30 - 4:00 pm edt|virtual assessment & development centre design|previous|1|3|5|8|next
Customer Service - Short Form,https://www.shl.com/products/product-catalog/view/customer-service-short-form/,Customer Service - Short Form: The Customer Service Representative Solution is for entry-level positions that involve a high degree of interaction with customers in person or on the phone…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,customer service - short form,customer service - short form: the customer service representative solution is for entry-level positions that involve a high degree of interaction with customers in person or on the phone…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Customer Service - Short Form - UK,https://www.shl.com/products/product-catalog/view/customer-service-short-form-uk/,Customer Service - Short Form - UK: The Customer Service Representative solution is for entry-level positions that involve a high degree of interaction with customers in person or on the phone…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,customer service - short form - uk,customer service - short form - uk: the customer service representative solution is for entry-level positions that involve a high degree of interaction with customers in person or on the phone…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Customer Service with Sales - Short Form,https://www.shl.com/products/product-catalog/view/customer-service-with-sales-short-form/,Customer Service with Sales - Short Form: The Customer Service with Sales solution is for entry-level positions that involve both providing service and support to customers and selling goods and…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,customer service with sales - short form,customer service with sales - short form: the customer service with sales solution is for entry-level positions that involve both providing service and support to customers and selling goods and…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Develop Leadership Skills that Shape Enterprise Success,https://www.shl.com/solutions/talent-management/enterprise-leader-development/,SHL’s leadership development solution uses leadership skills assessment data to help organizations develop leadership skills and drive business results.,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,develop leadership skills that shape enterprise success,shl’s leadership development solution uses leadership skills assessment data to help organizations develop leadership skills and drive business results.,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Director - Short Form,https://www.shl.com/products/product-catalog/view/director-short-form/,"Director - Short Form: The Director solution is intended for use with senior level positions responsible for the planning, directing, or coordinating key business activities and…",BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,director - short form,"director - short form: the director solution is intended for use with senior level positions responsible for the planning, directing, or coordinating key business activities and…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
District/Regional Manager Solution,https://www.shl.com/products/product-catalog/view/districtregional-manager-solution/,District/Regional Manager Solution: The District/Regional Manager solution is for mid- to senior-level managerial positions that oversee multiple stores within a defined area. Sample tasks for…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,district/regional manager solution,district/regional manager solution: the district/regional manager solution is for mid- to senior-level managerial positions that oversee multiple stores within a defined area. sample tasks for…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Entry Level Cashier 7.1 (Americas),https://www.shl.com/products/product-catalog/view/entry-level-cashier-7-1-%28americas%29/,"Entry Level Cashier 7.1 (Americas): The Entry level Cashier 7.1 solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for…",BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,entry level cashier 7.1 (americas),"entry level cashier 7.1 (americas): the entry level cashier 7.1 solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Entry Level Cashier 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-cashier-7-1-%28international%29/,"Entry Level Cashier 7.1 (International): The Entry level Cashier 7.1 solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for…",BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,entry level cashier 7.1 (international),"entry level cashier 7.1 (international): the entry level cashier 7.1 solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Entry Level Customer Service 7.1 (Americas),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-7-1-%28americas%29/,Entry Level Customer Service 7.1 (Americas): The Entry Level Customer Service Solution (Retail and Contact Center) 7.1 is for entry-level positions in which employees interact with customers by providing…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,entry level customer service 7.1 (americas),entry level customer service 7.1 (americas): the entry level customer service solution (retail and contact center) 7.1 is for entry-level positions in which employees interact with customers by providing…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Entry Level Customer Service 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-%28retail-and-cc%29-7-1/,Entry Level Customer Service 7.1 (International): The Entry Level Customer Service Solution (Retail and Contact Center) 7.1 is for entry-level positions in which employees interact with customers by providing…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,entry level customer service 7.1 (international),entry level customer service 7.1 (international): the entry level customer service solution (retail and contact center) 7.1 is for entry-level positions in which employees interact with customers by providing…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Entry Level Customer Service 7.1 (South Africa),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-7-1-%28south-africa%29/,Entry Level Customer Service 7.1 (South Africa): The Entry Level Customer Service Solution (Retail and Contact Center) 7.1 is for entry-level positions in which employees interact with customers by providing…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,entry level customer service 7.1 (south africa),entry level customer service 7.1 (south africa): the entry level customer service solution (retail and contact center) 7.1 is for entry-level positions in which employees interact with customers by providing…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Entry Level Sales Sift Out 7.1,https://www.shl.com/products/product-catalog/view/entry-level-sales-sift-out-7-1/,Entry Level Sales Sift Out 7.1: The Entry Level Sales Sift Out 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,entry level sales sift out 7.1,entry level sales sift out 7.1: the entry level sales sift out 7.1 solution is for entry-level positions in which employees proactively sell products or services to customers and have their…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Entry level Sales 7.1 (Americas),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1-%28americas%29/,Entry level Sales 7.1 (Americas): The Entry Level Sales 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,entry level sales 7.1 (americas),entry level sales 7.1 (americas): the entry level sales 7.1 solution is for entry-level positions in which employees proactively sell products or services to customers and have their…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Entry level Sales 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1/,Entry level Sales 7.1 (International): The Entry Level Sales 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,entry level sales 7.1 (international),entry level sales 7.1 (international): the entry level sales 7.1 solution is for entry-level positions in which employees proactively sell products or services to customers and have their…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Evaluation de la Personnalité et des Aptitudes (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/evaluation-de-la-personnalit%C3%A9-et-des-aptitudes-%2809-00-12-30%29-2036/,"Online, France, Sep 14, 2026: Il est crucial de cerner la personnalité, les aptitudes et la motivation pour pouvoir mieux prédire des comportements ou des compétences au travail. Afin de…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,evaluation de la personnalité et des aptitudes (09.00 - 12.30),"online, france, sep 14, 2026: il est crucial de cerner la personnalité, les aptitudes et la motivation pour pouvoir mieux prédire des comportements ou des compétences au travail. afin de…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Evaluation de la Personnalité et des Aptitudes (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/evaluation-de-la-personnalit%C3%A9-et-des-aptitudes-%2809-00-12-30%29-2035/,"Online, France, May 4, 2026: Il est crucial de cerner la personnalité, les aptitudes et la motivation pour pouvoir mieux prédire des comportements ou des compétences au travail. Afin de…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,evaluation de la personnalité et des aptitudes (09.00 - 12.30),"online, france, may 4, 2026: il est crucial de cerner la personnalité, les aptitudes et la motivation pour pouvoir mieux prédire des comportements ou des compétences au travail. afin de…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Evaluation de la Personnalité et des Aptitudes (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/evaluation-de-la-personnalit%C3%A9-et-des-aptitudes-%2809-00-12-30%29-2037/,"Online, France, Nov 23, 2026: Il est crucial de cerner la personnalité, les aptitudes et la motivation pour pouvoir mieux prédire des comportements ou des compétences au travail. Afin de…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,evaluation de la personnalité et des aptitudes (09.00 - 12.30),"online, france, nov 23, 2026: il est crucial de cerner la personnalité, les aptitudes et la motivation pour pouvoir mieux prédire des comportements ou des compétences au travail. afin de…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Evaluation de la Personnalité et des Aptitudes (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/evaluation-de-la-personnalit%C3%A9-et-des-aptitudes-%2809-00-12-30%29-2034/,"Online, France, Feb 2, 2026: Il est crucial de cerner la personnalité, les aptitudes et la motivation pour pouvoir mieux prédire des comportements ou des compétences au travail. Afin de…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,evaluation de la personnalité et des aptitudes (09.00 - 12.30),"online, france, feb 2, 2026: il est crucial de cerner la personnalité, les aptitudes et la motivation pour pouvoir mieux prédire des comportements ou des compétences au travail. afin de…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Evaluation de la Personnalité et des Aptitudes (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/evaluation-de-la-personnalit%C3%A9-et-des-aptitudes-%2809-00-12-30%29-1859/,"Online, France, Nov 24, 2025: Il est crucial de cerner la personnalité, les aptitudes et la motivation pour pouvoir mieux prédire des comportements ou des compétences au travail. Afin de…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,evaluation de la personnalité et des aptitudes (09.00 - 12.30),"online, france, nov 24, 2025: il est crucial de cerner la personnalité, les aptitudes et la motivation pour pouvoir mieux prédire des comportements ou des compétences au travail. afin de…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Event Sales Manager Solution,https://www.shl.com/products/product-catalog/view/event-sales-manager-solution/,Event Sales Manager Solution: The Event Sales Manager solution is designed for management level positions in the hospitality industry. Sample tasks include selling use of facility space for…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,event sales manager solution,event sales manager solution: the event sales manager solution is designed for management level positions in the hospitality industry. sample tasks include selling use of facility space for…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
Executive - Short Form,https://www.shl.com/products/product-catalog/view/executive-short-form/,"Executive - Short Form: The Executive solution is intended for use with senior executive level positions responsible for planning, directing, or coordinating key business activities…",BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,executive - short form,"executive - short form: the executive solution is intended for use with senior executive level positions responsible for planning, directing, or coordinating key business activities…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
