assessment_name,url,description,tags,test_type
Entry Level Customer Service 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-%28retail-and-cc%29-7-1/,Entry Level Customer Service 7.1 (International): The Entry Level Customer Service Solution (Retail and Contact Center) 7.1 is for entry-level positions in which employees interact with customers by providing…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Entry Level Customer Service 7.1 (South Africa),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-7-1-%28south-africa%29/,Entry Level Customer Service 7.1 (South Africa): The Entry Level Customer Service Solution (Retail and Contact Center) 7.1 is for entry-level positions in which employees interact with customers by providing…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Entry level Sales 7.1 (Americas),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1-%28americas%29/,Entry level Sales 7.1 (Americas): The Entry Level Sales 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Entry level Sales 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1/,Entry level Sales 7.1 (International): The Entry Level Sales 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Entry Level Sales Sift Out 7.1,https://www.shl.com/products/product-catalog/view/entry-level-sales-sift-out-7-1/,Entry Level Sales Sift Out 7.1: The Entry Level Sales Sift Out 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Event Sales Manager Solution,https://www.shl.com/products/product-catalog/view/event-sales-manager-solution/,Event Sales Manager Solution: The Event Sales Manager solution is designed for management level positions in the hospitality industry. Sample tasks include selling use of facility space for…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Executive - Short Form,https://www.shl.com/products/product-catalog/view/executive-short-form/,"Executive - Short Form: The Executive solution is intended for use with senior executive level positions responsible for planning, directing, or coordinating key business activities…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Financial Professional - Short Form,https://www.shl.com/products/product-catalog/view/financial-professional-short-form/,Financial Professional - Short Form: This solution is for mid-level financial institution positions that require Series 6/7 certification. Candidates answer multiple choice questions to measure…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Teller 7.0,https://www.shl.com/products/product-catalog/view/teller-7-0/,"Teller 7.0: Teller or cashier positions are integral to financial institutions as they conduct numerous banking transactions each day, as well as being the face of the…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Teller with Sales - Short Form,https://www.shl.com/products/product-catalog/view/teller-with-sales-short-form/,"Teller with Sales - Short Form: The Teller solution with Sales is for entry-level financial institution teller positions. Sample tasks for this job would include, but are not limited to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Transcriptionist Solution,https://www.shl.com/products/product-catalog/view/transcriptionist-solution/,Transcriptionist Solution: The Transcriptionist solution is for entry-level clerical roles in a healthcare environment that require employees to translate medical information.  Sample…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Workplace Safety - Individual 7.0 Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-individual-7-0-solution/,Workplace Safety - Individual 7.0 Solution: Our Workplace Safety - Individual 7.0 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K&P
Workplace Safety - Individual 7.1 (Americas),https://www.shl.com/products/product-catalog/view/workplace-safety-individual-7-1-solution/,Workplace Safety - Individual 7.1 (Americas): Our Workplace Safety - Individual 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K&P
Workplace Safety - Team 7.0 Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-0-solution/,Workplace Safety - Team 7.0 Solution: The Workplace Safety – Team 7.0 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Workplace Safety - Team 7.1 (Americas),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-%28americas%29/,Workplace Safety - Team 7.1 (Americas): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Workplace Safety - Team 7.1 (International),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-solution/,Workplace Safety - Team 7.1 (International): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Workplace Safety Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-solution/,Workplace Safety Solution: The Workplace Safety Solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Adobe Experience Manager (New),https://www.shl.com/products/product-catalog/view/adobe-experience-manager-new/,"Adobe Experience Manager (New): Multi-choice test that measures the knowledge of AEM components, templates, workflows, AEM collections, OSGi services and troubleshooting of AEM projects.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Adobe Photoshop CC,https://www.shl.com/products/product-catalog/view/adobe-photoshop-cc/,"Adobe Photoshop CC: The Adobe Photoshop CC test measures knowledge of Adobe Photoshop CC. Designed for experienced users, this test covers the following topics: 3D, Color, File…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Aeronautical Engineering (New),https://www.shl.com/products/product-catalog/view/aeronautical-engineering-new/,"Aeronautical Engineering (New): Multi-choice test that measures the knowledge of flight mechanics, space dynamics, aerodynamics, structures and propulsion.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Aerospace Engineering (New),https://www.shl.com/products/product-catalog/view/aerospace-engineering-new/,"Aerospace Engineering (New): Multi-choice test that measures the conceptual knowledge of aerodynamics, aircraft systems and instrumentation, flight dynamics, space dynamics and avionics.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Agile Software Development,https://www.shl.com/products/product-catalog/view/agile-software-development/,"Agile Software Development: Multi-choice test that measures the knowledge of agile methodology, scrum, feature driven software development, incremental and iterative development and…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Agile Testing (New),https://www.shl.com/products/product-catalog/view/agile-testing-new/,"Agile Testing (New): Multi-choice test that measures the knowledge of tools, techniques and processes involved in the Agile testing methodology.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
AI Skills,https://www.shl.com/products/product-catalog/view/ai-skills/,AI Skills : The AI Skills assessment measures the skills that help candidates successfully leverage AI in their work.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Amazon Web Services (AWS) Development (New),https://www.shl.com/products/product-catalog/view/amazon-web-services-aws-development-new/,"Amazon Web Services (AWS) Development (New): Multi-choice test that measures the knowledge of AWS delivery process, monitoring, metrics, logging, security, validation and scalability.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Android Development (New),https://www.shl.com/products/product-catalog/view/android-development-new/,"Android Development (New): Multi-choice test that measures the knowledge of UI components for an Android device, services and alerts, animation and media apps, application components…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Angular 6 (New),https://www.shl.com/products/product-catalog/view/angular-6-new/,"Angular 6 (New): Multi-choice test that measures the knowledge of the basic components and modules of Angular 6 and concepts like data binding, dependency injection, CRUD with…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
AngularJS (New),https://www.shl.com/products/product-catalog/view/angularjs-new/,"AngularJS (New): Multi-choice test that measures the knowledge of AngularJS architecture, forms, directives, filters, controllers, routing and testing.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Apache Hadoop (New),https://www.shl.com/products/product-catalog/view/apache-hadoop-new/,"Apache Hadoop (New): Multi-choice test that measures the knowledge of basic concepts of Hadoop, commands, HDFS and MapReduce.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=24&type=1&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=372&type=1&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Apache Hadoop Extensions (New),https://www.shl.com/products/product-catalog/view/apache-hadoop-extensions-new/,"Apache Hadoop Extensions (New): Multi-choice test that measures the conceptual knowledge of Pig, Hive and HBase.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Apache HBase (New),https://www.shl.com/products/product-catalog/view/apache-hbase-new/,"Apache HBase (New): Multi-choice test that measures the knowledge of HBase concepts such as CAP theorem, ACID properties, HBase client API, MapReduce integration, configuration…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Apache Hive (New),https://www.shl.com/products/product-catalog/view/apache-hive-new/,"Apache Hive (New): Multi-choice test that measures the knowledge of Hive architecture, datatypes, built-in functions, configurations, partitioning, bucketing and commands of Hive…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Apache Kafka (New),https://www.shl.com/products/product-catalog/view/apache-kafka-new/,"Apache Kafka (New): Multi-choice test that measures the knowledge of Apache Kafka architecture, components, clusters, performance tuning and advanced operations.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Apache Pig (New),https://www.shl.com/products/product-catalog/view/apache-pig-new/,"Apache Pig (New): Multi-choice test that measures the knowledge of Pig architecture, built-in operators, built-in functions and commands in PigLatin.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Apache Spark (New),https://www.shl.com/products/product-catalog/view/apache-spark-new/,"Apache Spark (New): Multi-choice test that measures the knowledge of Apache Spark principles, RDD operations - actions and transformations, lineage graphs and lazy evaluation.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
ASP .NET with C# (New),https://www.shl.com/products/product-catalog/view/asp-net-with-c-new/,"ASP .NET with C# (New): Multi-choice test that measures the knowledge of .NET framework and controls, C# fundamentals, OOPs concepts and advanced topics such as data access…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
ASP.NET 4.5,https://www.shl.com/products/product-catalog/view/asp-net-4-5/,"ASP.NET 4.5: The ASP.NET 4.5 test measures knowledge of programming in the ASP.NET environment. Designed for experienced developers, but an average performer in this role…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Assessment and Development Center Exercises,https://www.shl.com/products/product-catalog/view/assessment-and-development-center-exercises/,"Assessment and Development Center Exercises: SHL offers a comprehensive range of Assessment and Development Centre exercise in digital format, for remote assessment through our Virtual Assessment and…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Automata - Fix (New),https://www.shl.com/products/product-catalog/view/automata-fix-new/,"Automata - Fix (New): A simulated compiler integrated test to measure debugging skills in C, C++ and Java. The test checks the ability to fix logical or syntactical errors and to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Automata - SQL (New),https://www.shl.com/products/product-catalog/view/automata-sql-new/,"Automata - SQL (New): A simulated query writing test that measures the ability to write SQL queries to perform DDL, DML and DCL tasks.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Automata (New),https://www.shl.com/products/product-catalog/view/automata-new/,Automata (New): An AI-powered coding simulation assessment that evaluates candidate’s programming ability. Offers a familiar IDE environment available in over 40 different…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=12&type=1&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=36&type=1&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Written English v1,https://www.shl.com/products/product-catalog/view/written-english-v1/,Written English v1: The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Written Spanish,https://www.shl.com/products/product-catalog/view/written-spanish/,Written Spanish: This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
